age,job,marital,education,balance,housing,loan,y
45,blue-collar,married,secondary,-54,yes,no,no
35,technician,single,secondary,175,yes,no,no
36,admin.,single,secondary,0,yes,yes,no
32,blue-collar,married,secondary,0,yes,yes,no
40,management,single,tertiary,326,yes,no,no
37,admin.,married,secondary,1123,no,yes,no
23,admin.,single,secondary,4681,yes,no,no
37,blue-collar,married,secondary,115,yes,yes,no
49,technician,divorced,secondary,181,yes,no,no
53,blue-collar,divorced,unknown,-473,yes,no,no
53,services,married,primary,49,no,no,no
33,blue-collar,single,tertiary,-303,yes,no,no
29,blue-collar,married,primary,1615,yes,no,no
37,admin.,single,secondary,1066,yes,no,no
33,management,single,secondary,1973,yes,no,no
45,blue-collar,married,primary,-175,yes,yes,no
52,admin.,single,secondary,1964,no,yes,no
48,management,single,secondary,61,yes,no,no
29,management,married,tertiary,314,no,no,yes
40,services,divorced,secondary,5766,yes,yes,no
36,blue-collar,divorced,secondary,-59,yes,no,no
44,admin.,divorced,secondary,449,yes,yes,no
31,admin.,divorced,secondary,82,no,no,no
30,self-employed,single,secondary,311,yes,yes,no
32,technician,single,secondary,719,yes,no,no
38,blue-collar,married,secondary,35,yes,no,no
34,management,single,tertiary,2570,no,no,no
39,technician,married,secondary,1427,yes,no,no
39,blue-collar,married,secondary,5222,yes,no,no
38,technician,single,secondary,2751,yes,no,no
31,services,single,secondary,0,yes,no,no
33,technician,married,secondary,3002,yes,no,no
33,admin.,single,secondary,598,yes,no,no
30,blue-collar,married,secondary,363,yes,no,no
37,admin.,married,secondary,18,yes,yes,no
42,services,married,secondary,-262,no,no,no
59,management,single,tertiary,68,yes,no,no
25,technician,single,tertiary,43,yes,yes,no
35,services,single,secondary,1227,yes,yes,no
29,management,married,tertiary,16232,no,no,no
37,technician,divorced,secondary,-230,yes,yes,no
26,entrepreneur,single,secondary,265,yes,no,no
45,management,divorced,tertiary,-255,yes,yes,no
28,admin.,married,secondary,9779,yes,yes,no
38,services,divorced,secondary,-345,yes,no,no
57,services,divorced,secondary,-752,yes,no,no
26,management,single,tertiary,6840,yes,no,yes
34,student,single,primary,3004,no,no,no
44,retired,divorced,primary,2083,yes,no,no
29,management,married,tertiary,2451,yes,no,no
44,blue-collar,married,secondary,577,yes,no,no
26,technician,single,secondary,668,yes,no,yes
36,blue-collar,single,primary,851,yes,no,no
30,management,single,tertiary,849,yes,no,no
29,technician,married,tertiary,1489,yes,no,no
30,services,married,unknown,280,yes,yes,no
29,management,single,tertiary,0,yes,no,no
59,management,divorced,secondary,0,yes,no,no
31,technician,single,secondary,55,no,no,no
26,blue-collar,single,secondary,535,yes,yes,no
30,technician,single,tertiary,-241,yes,no,no
37,technician,married,secondary,-254,yes,yes,no
42,technician,married,secondary,-184,yes,yes,no
30,technician,single,secondary,1692,yes,yes,no
32,technician,married,tertiary,-196,yes,no,no
46,technician,married,secondary,317,yes,yes,no
28,blue-collar,single,secondary,802,yes,no,no
26,blue-collar,married,primary,755,yes,no,no
29,housemaid,married,tertiary,420,yes,no,no
29,services,married,secondary,1386,yes,no,no
37,entrepreneur,married,secondary,-170,yes,no,no
31,blue-collar,married,primary,-454,yes,yes,no
31,admin.,single,secondary,162,yes,no,no
27,management,single,secondary,442,yes,no,no
28,management,single,tertiary,1996,yes,yes,no
41,management,married,primary,-679,yes,yes,no
45,services,married,secondary,-839,yes,no,no
24,blue-collar,single,secondary,8594,yes,no,no
28,services,single,secondary,2921,yes,no,no
30,services,married,secondary,419,yes,no,no
26,services,married,secondary,311,yes,no,no
23,blue-collar,single,secondary,214,yes,no,no
25,admin.,single,secondary,4590,yes,no,no
28,services,married,secondary,1214,no,no,no
31,technician,married,secondary,-463,yes,no,no
31,services,single,secondary,605,yes,no,no
33,admin.,divorced,secondary,-403,yes,no,no
27,admin.,single,secondary,110,yes,no,no
37,technician,single,secondary,779,yes,no,no
49,blue-collar,married,secondary,579,yes,no,no
30,technician,single,tertiary,0,yes,no,no
24,blue-collar,married,secondary,0,no,no,no
39,blue-collar,divorced,secondary,412,no,no,no
36,self-employed,married,tertiary,15,yes,no,no
24,services,single,secondary,1611,yes,no,no
29,blue-collar,single,secondary,-15,yes,no,no
53,technician,divorced,secondary,45,no,no,no
46,admin.,single,secondary,-136,yes,no,no
28,blue-collar,single,secondary,1849,yes,no,no
35,services,married,secondary,1453,yes,no,no
29,admin.,single,secondary,1450,yes,no,no
33,technician,married,tertiary,525,yes,yes,no
32,services,single,secondary,284,yes,no,no
27,services,single,secondary,54,yes,no,yes
34,blue-collar,single,secondary,-108,yes,no,no
31,blue-collar,married,secondary,298,yes,no,no
41,admin.,divorced,secondary,-365,yes,no,no
30,admin.,single,secondary,-1,yes,no,no
29,blue-collar,married,primary,1101,yes,yes,no
38,technician,married,secondary,133,yes,no,no
33,blue-collar,single,secondary,855,no,no,no
27,technician,single,secondary,2430,yes,no,no
49,management,divorced,tertiary,169,yes,no,no
24,blue-collar,married,primary,933,yes,no,no
27,blue-collar,single,secondary,2364,yes,no,no
31,admin.,married,secondary,728,yes,yes,no
42,blue-collar,married,secondary,1468,yes,no,no
42,admin.,married,secondary,214,yes,no,no
22,blue-collar,married,secondary,391,yes,yes,no
54,technician,married,secondary,1865,yes,no,no
28,blue-collar,single,unknown,448,yes,no,no
40,management,married,tertiary,-130,yes,no,no
48,admin.,single,secondary,1150,yes,no,no
46,admin.,married,secondary,-363,yes,yes,no
42,blue-collar,divorced,secondary,1820,yes,no,no
39,blue-collar,married,primary,2862,yes,no,no
29,management,married,tertiary,4050,yes,no,no
40,admin.,married,secondary,-279,yes,no,no
35,blue-collar,married,secondary,1388,yes,no,no
38,technician,divorced,secondary,-478,yes,no,no
33,self-employed,married,tertiary,-103,yes,no,no
31,blue-collar,single,primary,-443,yes,no,no
28,blue-collar,divorced,unknown,101,yes,no,no
30,technician,divorced,secondary,2262,yes,no,no
42,blue-collar,married,secondary,54,yes,no,no
28,blue-collar,single,secondary,0,yes,no,no
43,technician,married,secondary,50,no,no,no
28,services,single,secondary,40,yes,no,no
29,services,married,secondary,308,yes,no,no
36,blue-collar,married,secondary,21,yes,no,no
25,blue-collar,single,secondary,1966,yes,no,no
28,blue-collar,single,secondary,1,no,no,no
61,retired,divorced,secondary,1857,yes,no,no
32,admin.,single,secondary,-648,yes,no,no
29,management,married,tertiary,168,yes,no,no
26,technician,married,secondary,876,yes,no,no
29,blue-collar,single,primary,80,yes,no,no
30,services,married,primary,-286,yes,no,no
46,blue-collar,married,unknown,-619,yes,no,no
53,blue-collar,single,primary,-137,yes,yes,no
28,blue-collar,married,primary,115,yes,no,no
27,technician,married,secondary,58,yes,no,no
27,blue-collar,single,secondary,1401,yes,no,no
25,services,single,secondary,55,yes,yes,no
38,technician,divorced,secondary,1333,yes,yes,no
40,blue-collar,divorced,secondary,-90,yes,no,no
27,services,single,secondary,3791,yes,no,no
50,blue-collar,married,primary,490,yes,no,no
47,blue-collar,married,secondary,480,yes,no,no
60,blue-collar,married,primary,228,yes,no,no
45,blue-collar,married,unknown,-320,yes,no,no
29,self-employed,single,secondary,3672,yes,yes,no
32,unemployed,married,secondary,-160,yes,no,no
25,blue-collar,single,secondary,207,yes,no,no
28,blue-collar,married,secondary,916,yes,no,no
24,student,single,unknown,3298,yes,no,no
34,services,married,secondary,1182,yes,no,no
50,blue-collar,married,primary,1203,yes,yes,no
44,admin.,married,secondary,72,yes,yes,no
29,blue-collar,married,secondary,1171,yes,no,no
29,admin.,married,secondary,36,yes,no,no
25,self-employed,single,secondary,1242,yes,no,yes
44,entrepreneur,married,secondary,-20,no,no,no
52,blue-collar,married,secondary,310,yes,no,no
47,technician,married,secondary,970,yes,no,no
35,technician,married,secondary,194,yes,no,no
28,blue-collar,single,secondary,6307,yes,no,no
32,management,married,tertiary,514,yes,no,no
26,admin.,single,tertiary,-164,yes,no,no
57,management,married,primary,1566,no,no,no
53,services,divorced,secondary,-905,yes,no,no
29,services,married,tertiary,6,yes,no,no
24,blue-collar,single,secondary,674,yes,yes,no
26,blue-collar,single,primary,230,yes,no,no
29,management,married,tertiary,715,yes,no,no
42,technician,married,secondary,-1310,yes,yes,no
36,technician,married,secondary,1731,yes,yes,no
26,technician,single,secondary,150,yes,no,no
24,technician,single,secondary,288,yes,no,no
29,management,single,tertiary,-158,yes,no,no
51,technician,single,secondary,511,yes,yes,no
31,blue-collar,single,secondary,1686,yes,no,no
29,management,single,tertiary,5980,yes,no,no
28,management,married,secondary,292,yes,no,yes
23,services,single,secondary,665,yes,no,yes
26,blue-collar,single,secondary,396,yes,no,no
42,technician,married,secondary,570,yes,no,no
40,admin.,divorced,secondary,-541,yes,yes,no
28,blue-collar,married,secondary,17,no,no,no
27,student,single,secondary,16173,yes,no,no
25,admin.,married,secondary,894,yes,no,no
29,technician,single,secondary,-397,yes,no,no
29,blue-collar,single,primary,231,yes,no,no
28,services,single,secondary,281,yes,no,no
29,management,single,tertiary,112,yes,yes,no
24,services,single,secondary,53,yes,yes,no
26,admin.,single,secondary,677,yes,no,no
32,admin.,single,secondary,294,yes,no,no
26,services,single,tertiary,1624,yes,yes,no
31,technician,single,primary,449,yes,no,no
28,management,single,tertiary,1069,no,no,no
52,entrepreneur,married,primary,8298,yes,yes,no
27,technician,married,secondary,1577,yes,yes,no
38,blue-collar,married,secondary,-579,yes,yes,no
35,technician,single,tertiary,59,yes,no,no
38,technician,single,secondary,12,yes,no,no
46,blue-collar,divorced,secondary,1815,yes,no,no
32,management,married,tertiary,4307,yes,no,no
39,blue-collar,married,unknown,638,yes,yes,no
29,admin.,married,secondary,-526,yes,no,no
27,blue-collar,single,secondary,294,yes,yes,yes
28,services,single,secondary,2954,yes,no,no
47,blue-collar,married,secondary,578,yes,no,no
27,technician,married,unknown,811,yes,no,no
33,blue-collar,married,secondary,7063,yes,no,no
30,management,single,tertiary,5288,yes,no,no
33,blue-collar,married,secondary,580,yes,no,no
40,management,married,tertiary,384,no,no,no
38,technician,married,secondary,61,yes,no,no
32,admin.,single,secondary,642,yes,no,no
36,blue-collar,married,secondary,79,yes,no,no
30,services,married,secondary,586,yes,no,no
38,entrepreneur,married,secondary,61,yes,yes,no
25,services,single,secondary,3217,yes,no,no
28,blue-collar,married,secondary,1020,yes,no,no
55,blue-collar,married,primary,-317,yes,no,no
57,management,married,tertiary,-22,yes,no,no
31,blue-collar,divorced,primary,158,yes,no,no
31,services,married,secondary,-327,yes,no,no
38,technician,single,tertiary,218,yes,yes,no
28,technician,single,tertiary,183,yes,yes,no
23,technician,single,tertiary,1129,yes,no,yes
45,blue-collar,married,secondary,554,yes,no,no
46,technician,married,secondary,57,no,no,yes
40,management,married,secondary,-240,no,yes,no
29,services,married,secondary,11417,yes,no,no
30,admin.,married,primary,-171,yes,no,no
31,admin.,single,secondary,-449,yes,no,no
56,retired,married,unknown,228,yes,no,no
39,unemployed,single,secondary,-53,yes,no,no
29,admin.,single,unknown,175,no,no,no
44,technician,married,secondary,1196,yes,yes,no
28,admin.,single,secondary,419,yes,no,no
26,management,single,tertiary,2692,no,no,no
41,blue-collar,single,unknown,2835,yes,no,no
31,services,single,secondary,-779,yes,no,no
29,admin.,married,tertiary,26,yes,no,no
33,blue-collar,married,secondary,-112,yes,no,no
23,student,single,unknown,854,yes,no,yes
50,admin.,married,secondary,3636,no,no,no
27,services,single,secondary,9636,yes,no,no
45,blue-collar,married,primary,446,yes,no,no
50,self-employed,divorced,tertiary,59,yes,no,no
41,blue-collar,single,secondary,1621,yes,no,no
44,management,married,tertiary,0,yes,no,no
56,retired,married,primary,-299,yes,no,no
26,unemployed,married,primary,70,yes,no,no
34,admin.,single,secondary,7,no,no,no
33,blue-collar,single,secondary,-366,yes,no,no
30,blue-collar,married,primary,-518,yes,yes,no
47,management,married,secondary,490,yes,no,no
26,admin.,married,secondary,714,yes,no,no
26,blue-collar,married,primary,3529,yes,no,no
51,technician,married,secondary,98,yes,no,no
57,retired,married,tertiary,0,yes,yes,yes
33,blue-collar,married,secondary,529,yes,no,no
30,blue-collar,single,secondary,397,yes,no,no
40,unemployed,married,primary,557,yes,no,no
53,blue-collar,married,secondary,314,yes,no,no
27,services,single,secondary,1636,yes,no,no
57,blue-collar,married,primary,1502,yes,no,no
45,management,married,tertiary,-1655,yes,no,no
36,management,married,tertiary,428,no,no,no
39,blue-collar,married,primary,7304,yes,no,no
28,technician,single,secondary,1536,yes,no,no
34,technician,married,secondary,1246,no,no,no
29,technician,married,secondary,344,yes,yes,no
51,technician,married,secondary,271,yes,no,no
29,management,single,secondary,293,yes,no,no
32,admin.,single,secondary,562,yes,no,no
36,management,single,secondary,302,no,no,no
50,technician,married,secondary,-568,yes,yes,no
42,management,married,tertiary,479,yes,no,no
29,services,divorced,secondary,1336,yes,no,no
34,management,single,tertiary,1058,yes,no,yes
33,technician,divorced,tertiary,839,yes,no,no
29,technician,single,secondary,22008,yes,no,no
44,blue-collar,married,secondary,-73,yes,no,no
25,entrepreneur,single,primary,-65,yes,no,no
26,blue-collar,married,unknown,407,yes,no,no
53,management,married,tertiary,490,yes,no,no
45,blue-collar,married,secondary,156,yes,yes,no
37,management,married,tertiary,655,no,no,no
43,blue-collar,married,secondary,-504,yes,no,no
38,self-employed,married,secondary,279,yes,no,no
31,admin.,married,unknown,-310,yes,no,no
38,services,married,secondary,-314,yes,no,no
32,services,single,tertiary,-233,yes,no,no
24,blue-collar,single,secondary,-99999,yes,no,no
34,admin.,single,secondary,1103,yes,no,no
43,management,married,secondary,373,yes,no,no
40,technician,married,secondary,-312,yes,no,no
55,retired,married,secondary,2193,yes,yes,no
34,services,married,secondary,24,yes,no,no
35,blue-collar,divorced,secondary,105,yes,yes,no
59,technician,married,secondary,0,yes,yes,no
50,admin.,single,secondary,330,yes,no,no
55,blue-collar,married,secondary,284,yes,yes,no
29,admin.,married,secondary,445,yes,no,no
32,services,married,secondary,172,yes,no,no
27,management,single,tertiary,1995,yes,no,no
36,management,married,tertiary,771,yes,no,no
33,admin.,married,secondary,393,yes,no,no
32,admin.,married,tertiary,-421,yes,yes,no
48,management,married,secondary,99,yes,no,no
47,admin.,divorced,secondary,-480,no,no,no
36,management,married,secondary,10,no,yes,no
29,management,married,tertiary,8089,yes,no,no
35,management,single,secondary,73,yes,no,no
48,blue-collar,married,primary,134,yes,no,no
29,admin.,married,secondary,5605,yes,no,no
28,services,single,secondary,3331,yes,no,no
27,self-employed,single,tertiary,5214,yes,no,no
51,services,divorced,secondary,-245,yes,yes,no
40,technician,single,tertiary,-89,yes,no,no
60,retired,married,primary,170,yes,no,no
28,technician,single,secondary,1417,yes,no,no
42,management,single,tertiary,4264,yes,no,no
28,student,single,secondary,949,yes,no,yes
27,admin.,single,secondary,242,yes,yes,no
33,admin.,single,primary,-258,yes,no,no
34,entrepreneur,married,tertiary,105,yes,no,no
29,blue-collar,married,primary,1280,yes,no,no
34,blue-collar,married,secondary,504,yes,no,no
31,management,single,tertiary,-160,yes,no,no
31,admin.,single,secondary,1306,yes,no,no
36,blue-collar,single,secondary,3254,yes,no,no
26,blue-collar,single,secondary,419,yes,no,no
34,blue-collar,married,secondary,-58,yes,yes,no
30,entrepreneur,married,secondary,2926,yes,no,no
33,management,single,tertiary,-61,no,no,no
39,admin.,divorced,secondary,22,no,no,no
45,services,married,secondary,-36,yes,yes,no
35,management,single,unknown,137,no,no,no
25,blue-collar,divorced,secondary,2428,yes,no,no
57,admin.,married,secondary,100,no,no,no
54,retired,married,secondary,24,yes,no,no
30,student,single,tertiary,2030,yes,no,no
26,student,single,tertiary,0,yes,no,no
33,technician,single,secondary,-409,yes,no,no
26,technician,single,secondary,855,yes,no,no
53,admin.,married,secondary,614,yes,no,no
